date,data_source,channel_group,campaign,source_medium,impressions,clicks,sessions,total_users,new_users,conversions,leads,booked,attended,total_cost,total_revenue,treatment
2026-01-10,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,11474,249,217,190,95,2,2,1,1,1360.8,283.0,
2026-01-10,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,30087,491,484,303,128,7,7,3,3,1246.38,1254.09,
2026-01-10,Organic Search,Organic Search,Blog Content,google / organic,700,30,306,207,111,15,15,6,4,0.0,2008.08,
2026-01-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,56.38,416.72,Cleaning
2026-01-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,30.34,1766.25,Crown
2026-01-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,3,7,7,5,5,77.54,1749.79,Extraction
2026-01-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,36.08,425.69,Filling
2026-01-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,3,2,35.7,1538.67,Implant Consult
2026-01-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,37.39,1009.94,Ortho Consult
2026-01-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.94,738.57,Root Canal
2026-01-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,15.73,1196.89,Veneers
2026-01-10,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,3,3,78.55,1005.16,Whitening
2026-01-11,Google Ads,Paid Search,Nonbrand Search,google / cpc,20177,644,644,405,198,14,14,8,6,3021.41,2541.42,
2026-01-11,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,28908,179,177,141,75,0,0,0,0,905.23,0.0,
2026-01-11,Meta Ads,Paid Social,Lookalike Patients,facebook / paid,32081,410,454,364,179,13,13,5,4,488.25,1493.26,
2026-01-11,Organic Search,Organic Search,Blog Content,google / organic,588,19,288,226,86,12,12,9,7,0.0,2929.27,
2026-01-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,14.62,121.24,Cleaning
2026-01-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,39.22,2113.72,Crown
2026-01-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,3,6,6,5,4,77.7,1098.08,Filling
2026-01-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,35.92,1769.17,Root Canal
2026-01-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,21.32,1825.55,Veneers
2026-01-11,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Whitening
2026-01-12,Google Ads,Paid Search,Branded Search,google / cpc,15643,621,569,447,216,26,26,14,11,3747.08,4265.78,
2026-01-12,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,16131,147,161,140,74,0,0,0,0,1115.51,0.0,
2026-01-12,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,21139,454,440,381,205,12,12,6,5,927.73,1860.51,
2026-01-12,Organic Search,Organic Search,Local SEO,google / organic,393,27,269,217,85,12,12,6,5,0.0,2480.22,
2026-01-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,45.41,1939.49,Crown
2026-01-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Extraction
2026-01-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,46.26,635.16,Filling
2026-01-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,10.52,542.02,Implant Consult
2026-01-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,29.39,891.34,Ortho Consult
2026-01-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,2,1,9.7,1061.54,Root Canal
2026-01-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,16.99,1498.6,Veneers
2026-01-12,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,24.15,298.76,Whitening
2026-01-13,Google Ads,Paid Search,Retargeting (Search),google / cpc,14893,566,641,558,345,28,28,18,14,3065.72,4652.91,
2026-01-13,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,26250,185,172,140,84,1,1,0,0,1119.63,0.0,
2026-01-13,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,25904,377,418,270,106,7,7,5,4,542.78,1566.96,
2026-01-13,Organic Search,Organic Search,Blog Content,google / organic,495,27,267,216,133,5,5,2,2,0.0,861.54,
2026-01-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,2,6,6,5,4,50.6,714.49,Cleaning
2026-01-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,47.89,2563.0,Crown
2026-01-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Extraction
2026-01-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,15.97,197.44,Filling
2026-01-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.63,624.99,Implant Consult
2026-01-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,17.8,446.06,Ortho Consult
2026-01-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Root Canal
2026-01-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,14.95,1664.63,Veneers
2026-01-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,44.81,721.77,Whitening
2026-01-14,Google Ads,Paid Search,Nonbrand Search,google / cpc,15793,688,663,526,311,27,27,15,12,2423.9,4075.24,
2026-01-14,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,18648,178,188,148,60,0,0,0,0,1492.76,0.0,
2026-01-14,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,25673,454,443,355,132,7,7,5,4,567.12,1171.37,
2026-01-14,Organic Search,Organic Search,Blog Content,google / organic,569,22,281,219,78,7,7,4,3,0.0,1614.86,
2026-01-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,4,3,57.34,378.68,Cleaning
2026-01-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,3,44.18,2590.68,Crown
2026-01-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,32.22,499.98,Filling
2026-01-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,12.93,549.56,Implant Consult
2026-01-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,40.97,607.37,Ortho Consult
2026-01-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,47.2,2023.66,Root Canal
2026-01-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.99,912.91,Veneers
2026-01-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,23.35,575.11,Whitening
2026-01-15,Google Ads,Paid Search,Competitor Conquest,google / cpc,21456,780,730,620,354,21,21,13,9,3493.93,2386.04,
2026-01-15,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,13046,218,189,135,53,2,2,1,1,2195.27,350.49,
2026-01-15,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,28923,466,468,291,115,11,11,6,5,1107.01,2099.97,
2026-01-15,Organic Search,Organic Search,Evergreen SEO,google / organic,592,20,301,191,115,14,14,8,7,0.0,3173.15,
2026-01-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,9,9,2,8,8,6,5,111.35,725.12,Cleaning
2026-01-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,43.88,1779.62,Crown
2026-01-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,4,4,3,3,25.83,816.04,Filling
2026-01-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,34.01,1265.78,Implant Consult
2026-01-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,17.43,421.89,Ortho Consult
2026-01-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,10.72,1018.79,Root Canal
2026-01-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,22.75,1733.03,Veneers
2026-01-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Whitening
2026-01-16,Google Ads,Paid Search,Nonbrand Search,google / cpc,14441,740,664,511,248,19,19,12,10,2384.8,5756.52,
2026-01-16,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,16233,223,198,138,59,1,1,1,1,1903.17,530.87,
2026-01-16,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,25323,428,458,333,126,12,12,6,5,896.98,1752.54,
2026-01-16,Organic Search,Organic Search,Local SEO,google / organic,412,25,339,213,122,16,16,10,7,0.0,3035.34,
2026-01-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,10,10,3,9,9,7,6,97.21,955.8,Cleaning
2026-01-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,20.99,906.7,Crown
2026-01-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,12.98,331.1,Extraction
2026-01-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,35.47,561.53,Filling
2026-01-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,18.94,530.25,Implant Consult
2026-01-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,11.86,428.29,Ortho Consult
2026-01-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,15.68,1164.45,Root Canal
2026-01-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,14.64,236.14,Whitening
2026-01-17,Google Ads,Paid Search,Branded Search,google / cpc,20763,908,709,457,281,48,48,26,17,3274.65,10534.78,
2026-01-17,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,66515,183,187,124,57,0,0,0,0,1705.68,0.0,
2026-01-17,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,25722,485,438,310,137,2,2,1,1,552.39,419.34,
2026-01-17,Organic Search,Organic Search,Local SEO,google / organic,832,31,280,226,89,5,5,3,2,0.0,943.41,
2026-01-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,6,6,4,3,59.73,503.86,Cleaning
2026-01-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,5,5,4,3,25.17,2602.54,Crown
2026-01-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,32.56,898.3,Extraction
2026-01-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,20.26,206.76,Filling
2026-01-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,20.46,720.69,Implant Consult
2026-01-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,6,6,5,3,46.11,3055.15,Root Canal
2026-01-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,21.04,1076.53,Veneers
2026-01-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,22.99,309.89,Whitening
2026-01-18,Google Ads,Paid Search,Retargeting (Search),google / cpc,10741,560,587,472,165,22,22,11,7,3099.6,1628.03,
2026-01-18,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,14044,200,173,115,56,0,0,0,0,1452.83,0.0,
2026-01-18,Meta Ads,Paid Social,Awareness Video,instagram / paid,24804,340,404,268,148,8,8,4,3,519.1,1017.17,
2026-01-18,Organic Search,Organic Search,Local SEO,google / organic,820,28,302,198,82,13,13,7,6,0.0,3072.54,
2026-01-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,20.46,146.36,Cleaning
2026-01-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,20.92,966.62,Crown
2026-01-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.21,242.17,Filling
2026-01-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,32.35,1038.55,Implant Consult
2026-01-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,28.53,598.3,Ortho Consult
2026-01-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,2,4,4,3,3,42.22,3652.71,Root Canal
2026-01-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,10.12,1706.88,Veneers
2026-01-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,17.63,323.9,Whitening
2026-01-19,Google Ads,Paid Search,Branded Search,google / cpc,28190,803,644,450,159,32,32,13,10,3765.34,5164.86,
2026-01-19,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,27612,195,189,144,55,2,2,1,1,1258.69,414.73,
2026-01-19,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,14896,385,387,241,88,6,6,3,3,1047.26,805.26,
2026-01-19,Organic Search,Organic Search,Evergreen SEO,google / organic,408,27,254,170,70,15,15,8,7,0.0,3047.39,
2026-01-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,3,3,33.06,543.75,Cleaning
2026-01-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,33.09,2167.71,Crown
2026-01-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,20.34,275.08,Filling
2026-01-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,41.91,1207.02,Implant Consult
2026-01-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,13.38,235.55,Ortho Consult
2026-01-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,22.02,957.38,Root Canal
2026-01-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.91,1661.97,Veneers
2026-01-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,28.43,514.6,Whitening
2026-01-20,Google Ads,Paid Search,Retargeting (Search),google / cpc,15584,645,589,489,257,6,6,2,2,3492.7,688.68,
2026-01-20,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,16656,215,198,136,78,1,1,0,0,2105.22,0.0,
2026-01-20,Meta Ads,Paid Social,Lookalike Patients,facebook / paid,29808,496,431,267,98,3,3,1,1,1294.04,283.97,
2026-01-20,Organic Search,Organic Search,Evergreen SEO,google / organic,406,18,257,185,67,3,3,1,1,0.0,533.08,
2026-01-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,27.86,306.45,Cleaning
2026-01-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Crown
2026-01-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,31.44,331.99,Filling
2026-01-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,24.62,776.89,Implant Consult
2026-01-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,11.27,374.4,Ortho Consult
2026-01-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Root Canal
2026-01-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,14.79,895.64,Veneers
2026-01-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.22,199.26,Whitening
2026-01-21,Google Ads,Paid Search,Branded Search,google / cpc,18058,873,759,639,328,25,25,15,12,3585.42,5112.11,
2026-01-21,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,19423,242,189,134,65,0,0,0,0,2120.11,0.0,
2026-01-21,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,36589,516,449,350,174,13,13,6,5,1460.74,2037.82,
2026-01-21,Organic Search,Organic Search,Local SEO,google / organic,707,33,307,209,84,16,16,6,5,0.0,2235.83,
2026-01-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,28.67,298.32,Cleaning
2026-01-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,20.62,985.33,Crown
2026-01-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.41,302.31,Extraction
2026-01-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,21.17,256.97,Filling
2026-01-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,42.62,1312.7,Implant Consult
2026-01-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Ortho Consult
2026-01-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,28.5,789.5,Root Canal
2026-01-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,33.83,2796.77,Veneers
2026-01-22,Google Ads,Paid Search,Competitor Conquest,google / cpc,9357,649,740,567,312,12,12,6,5,2896.98,2341.1,
2026-01-22,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,16870,215,193,148,78,3,3,2,2,1907.37,818.8,
2026-01-22,Meta Ads,Paid Social,Awareness Video,facebook / paid,35020,562,535,440,221,6,6,4,3,780.13,1021.38,
2026-01-22,Organic Search,Organic Search,Local SEO,google / organic,839,27,326,219,123,19,19,10,6,0.0,3177.44,
2026-01-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,10,10,2,12,12,7,6,115.31,633.53,Cleaning
2026-01-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,6,6,4,4,43.12,3616.79,Crown
2026-01-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,45.71,681.31,Extraction
2026-01-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,2,2,50.0,1127.51,Implant Consult
2026-01-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,2,1,19.8,377.29,Ortho Consult
2026-01-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,12.91,1452.1,Root Canal
2026-01-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,51.67,3102.17,Veneers
2026-01-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,43.75,579.02,Whitening
2026-01-23,Google Ads,Paid Search,Branded Search,google / cpc,19915,773,793,618,217,28,28,15,13,3053.01,5630.82,
2026-01-23,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,15671,189,243,203,93,3,3,2,2,1507.89,724.07,
2026-01-23,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,30808,507,533,439,216,8,8,4,3,1164.12,1489.12,
2026-01-23,Organic Search,Organic Search,Evergreen SEO,google / organic,425,21,334,263,111,10,10,7,6,0.0,3133.73,
2026-01-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,10,10,2,10,10,7,6,103.41,1065.89,Cleaning
2026-01-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,36.86,2210.93,Crown
2026-01-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.15,263.17,Extraction
2026-01-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,14.34,281.41,Filling
2026-01-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Implant Consult
2026-01-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,14.75,464.92,Ortho Consult
2026-01-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,40.02,2558.67,Root Canal
2026-01-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,19.21,331.6,Whitening
2026-01-24,Google Ads,Paid Search,Branded Search,google / cpc,20763,814,726,466,165,36,36,23,17,4284.86,4928.38,
2026-01-24,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,13529,215,211,157,62,2,2,1,1,2033.26,356.28,
2026-01-24,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,30000,593,551,470,220,7,7,4,4,1049.07,2053.26,
2026-01-24,Organic Search,Organic Search,Blog Content,google / organic,831,33,333,225,135,16,16,8,7,0.0,2835.84,
2026-01-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,6,6,4,4,85.41,603.93,Cleaning
2026-01-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,47.54,1078.0,Crown
2026-01-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,42.36,518.54,Extraction
2026-01-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,3,2,30.29,569.37,Filling
2026-01-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,23.02,739.84,Implant Consult
2026-01-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,37.15,522.08,Ortho Consult
2026-01-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,33.2,1916.42,Root Canal
2026-01-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,2,4,4,3,3,75.78,478.5,Whitening
2026-01-25,Google Ads,Paid Search,Retargeting (Search),google / cpc,15825,763,694,506,213,41,41,21,15,4500.04,5279.49,
2026-01-25,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,18767,195,211,179,70,2,2,1,1,1434.38,305.94,
2026-01-25,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,32899,499,504,369,209,14,14,6,5,594.91,1587.64,
2026-01-25,Organic Search,Organic Search,Blog Content,google / organic,620,28,316,237,127,16,16,10,8,0.0,2911.75,
2026-01-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,5,5,3,3,60.09,360.65,Cleaning
2026-01-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,32.88,1978.9,Crown
2026-01-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,33.87,542.22,Extraction
2026-01-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,18.03,209.18,Filling
2026-01-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,2,1,13.21,628.53,Implant Consult
2026-01-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,34.8,930.26,Ortho Consult
2026-01-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,24.85,2401.23,Root Canal
2026-01-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,11.63,1462.53,Veneers
2026-01-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,4,4,3,3,57.25,1155.89,Whitening
2026-01-26,Google Ads,Paid Search,Competitor Conquest,google / cpc,11475,600,655,545,212,17,17,7,5,2996.07,1593.51,
2026-01-26,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,14260,176,164,124,71,1,1,0,0,1679.76,0.0,
2026-01-26,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,22388,430,423,274,110,7,7,3,2,1031.24,384.13,
2026-01-26,Organic Search,Organic Search,Blog Content,google / organic,610,30,293,213,83,7,7,4,3,0.0,1435.23,
2026-01-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,3,2,29.18,383.91,Cleaning
2026-01-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,2,7,7,5,4,82.59,4126.36,Crown
2026-01-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,21.66,186.91,Extraction
2026-01-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,17.43,276.19,Filling
2026-01-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,15.73,697.6,Implant Consult
2026-01-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,4,4,3,3,24.64,1442.73,Ortho Consult
2026-01-27,Google Ads,Paid Search,Nonbrand Search,google / cpc,14279,678,686,534,299,22,22,13,10,3030.83,3529.37,
2026-01-27,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,13080,189,202,147,75,2,2,1,1,1590.83,447.96,
2026-01-27,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,23788,417,472,315,165,11,11,4,3,1195.94,988.02,
2026-01-27,Organic Search,Organic Search,Local SEO,google / organic,461,20,293,201,84,11,11,6,6,0.0,1551.61,
2026-01-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,34.95,342.88,Cleaning
2026-01-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,5,5,3,2,37.83,2238.14,Crown
2026-01-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,20.19,344.08,Extraction
2026-01-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,39.38,624.98,Filling
2026-01-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,27.31,830.5,Implant Consult
2026-01-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,6,6,5,4,72.2,1126.73,Ortho Consult
2026-01-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.97,1188.04,Root Canal
